Taxonomy#ID	UniProt#protein	RefSeq#gene	RefSeq#cds	BioProject#ID	BioProject#gene	BioProject#cds
322098	690	730	693	PRJNA58297	730	693
322159	1704	2008	1715	PRJNA58327	2008	1715
322710	4990	5223	5050	PRJNA57597	5223	5050
323097	4245	4740	4326	PRJNA58293	4740	4326
323098	2980	3198	3122	PRJNA58295	3198	3122
323259	3087	3294	3131	PRJNA58181	3294	3131
323261	2995	3185	3017	PRJNA58403	3185	3017
323848	2732	2876	2805	PRJNA58361	2876	2805
323850	3855	3993	3859	PRJNA58349	3993	3859
324057	6210	6414	6213	PRJNA59021	6414	6213
324602	3850	3990	3853	PRJNA57657	3990	3853
324831	1696	1898	1755	PRJNA57687	1898	1755
324925	2685	2977	2707	PRJNA58173	2977	2707
325240	4223	4718	4489	PRJNA58259	4718	4489
326297	3638	3785	3645	PRJNA58257	3785	3645
326298	2084	2163	2096	PRJNA58185	2163	2096
326423	3696	3813	3693	PRJNA58271	3813	3693
326424	6710	6782	6707	PRJNA58695	6782	6707
326426	1827					
326427	3725	3904	3731	PRJNA58621	3904	3731
326442	3485	3620	3485	PRJNA58431	3620	3485
329726	8176	8571	8383	PRJNA58167	8571	8383
330214	4268	4320	4268	PRJNA51175	4320	4268
330779	2222	2330	2224	PRJNA58379	2330	2224
331104	590	631	590	PRJNA41533	631	590
331111	4915	5258	4991	PRJNA58395	5258	4991
331112	4308	4629	4377	PRJNA58393	4629	4377
331113	2516	2561	2518	PRJNA68451	2561	2518
331271	6450	6632	6477	PRJNA58371	6632	6477
331272	6898	7032	6919	PRJNA58369	7032	6919
331635	988	1030	988	PRJNA66295	1030	988
331636	1219	2071	1985	PRJNA159845	1055	1010
331636	1219	2071	1985	PRJNA63621	1016	975
331678	2434	2619	2469	PRJNA58131	2619	2469
333146		2032	1986	PRJNA54095	2032	1986
333849	3758	3209	3114	PRJNA55353	3209	3114
334380	1648	2005	1967	PRJNA58869	2005	1967
334390	1818	1912	1843	PRJNA58865	1912	1843
334406	5731	5900	5754	PRJNA82815	5900	5754
334413	1813	1873	1813	PRJNA58867	1873	1813
335283	2473	2686	2551	PRJNA58363	2686	2551
335284	2496	2581	2511	PRJNA58373	2581	2511
335541	2473	0	0	PRJNA58179	0	0
335543	4012	4162	4064	PRJNA58177	4162	4064
335659	6887	6945	6892	PRJNA158167	6945	6892
335992	1355	1389	1354	PRJNA58401	1389	1354
336407	1400	1469	1429	PRJNA58405	1469	1429
336982	3905	3998	3941	PRJNA58417	3998	3941
337191	5160	5217	5154	PRJNA174812	5217	5154
338187	5605	6239	6041	PRJNA58957	6239	6041
338963	3292	3545	3304	PRJNA58241	3545	3304
338966	3694	3913	3804	PRJNA58255	3913	3804
338969	4401	4554	4417	PRJNA58353	4554	4417
339670	6600	6717	6610	PRJNA58303	6717	6610
339671	2077	2199	2079	PRJNA58247	2199	2079
339860	1533	1591	1535	PRJNA58407	1591	1535
340047	821	867	812	PRJNA58525	867	812
340099	2197	2358	2239	PRJNA58339	2358	2239
340100	4912	5089	5027	PRJNA61631	5089	5027
340102	2296	2408	2299	PRJNA58409	2408	2299
340177	1986	2047	1999	PRJNA58375	2047	1999
340322	3078	3156	3080	PRJNA58897	3156	3080
342108	4516	4613	4561	PRJNA58527	4613	4561
342109	4203	4431	4372	PRJNA58547	4431	4372
342451	2407	2595	2514	PRJNA58411	2595	2514
342610	4271	4397	4281	PRJNA58283	4397	4281
342949	1980	2029	1980	PRJNA66551	2029	1980
343509	2490	2607	2516	PRJNA58553	2607	2516
344609	4143	5323	4557	PRJNA58415	5323	4557
345073	4206	8098	7809	PRJNA159869	4100	3934
345073	4206	8098	7809	PRJNA58425	3998	3875
345219	3275	3420	3290	PRJNA54335	3420	3290
347253	1978	2065	1979	PRJEA162145	2065	1979
347255	1041	1167	1041	PRJNA58799	1167	1041
347257	729	792	742	PRJNA61619	792	742
347495	5466	5609	5468	PRJNA83611	5609	5468
347834	5922	6093	5963	PRJNA58377	6093	5963
348780	2765	2892	2820	PRJNA58435	2892	2820
349101	4112	4254	4131	PRJNA58449	4254	4131
349102	4212	4466	4333	PRJNA58451	4466	4333
349106	2339	2477	2385	PRJNA58459	2477	2385
349124	2411	2493	2407	PRJNA58473	2493	2407
349161	3220	3423	3276	PRJNA58277	3423	3276
349163	3521	3691	3559	PRJNA58447	3691	3559
349307	1673	1784	1696	PRJNA58469	1784	1696
349519	1812	1903	1820	PRJNA58481	1903	1820
349520	4788	4933	4805	PRJNA53477	4933	4805
349521	6751	6858	6773	PRJNA58483	6858	6773
349741	2137	2240	2138	PRJNA58985	2240	2138
349746	3821	4464	4040	PRJNA58485	4464	4040
349747	4305	4494	4324	PRJNA58487	4494	4324
350054	5499	5669	5579	PRJNA59421	5669	5579
350058	5917	6136	5979	PRJNA58463	6136	5979
350688	2828	2990	2836	PRJNA58495	2990	2836
351091		4791	4721	PRJNA73895	4791	4721
351160	3071	3170	3089	PRJNA61623	3170	3089
351348	4170	4390	4272	PRJNA59419	4390	4272
351581	1423	1810	1438	PRJNA54341	1810	1438
351605	4255	4490	4358	PRJNA58475	4490	4358
351607	2157	2217	2157	PRJNA58501	2217	2157
351627	2629	2844	2682	PRJNA58289	2844	2682
351745	4007	4217	4044	PRJNA58341	4217	4044
351746	5245	5403	5250	PRJNA58355	5403	5250
353496	1766	1792	1792	PRJNA161929	1792	1792
354242	1803	1812	1758	PRJNA58503	1812	1758
355249	6637	6642	6642	PRJNA66919	6642	6642
355276	2872	3273	2945	PRJNA58507	3273	2945
355277	2829	3242	2880	PRJNA58509	3242	2880
355278	3595	3675	3600	PRJNA58511	3675	3600
357244	967	2216	1182	PRJNA61621	2216	1182
357347	7140	7281	7192	PRJNA54361	7281	7192
357348	7145	7255	7174	PRJNA58515	7255	7174
357544	1541	1581	1539	PRJNA58517	1581	1539
357804	3530	3863	3545	PRJNA58521	3863	3545
357808	4494	4682	4517	PRJNA58523	4682	4517
357809	3891	4023	3902	PRJNA58519	4023	3902
358220	4709	4803	4742	PRJNA176500	4803	4742
358681	5887	6121	5947	PRJNA59175	6121	5947
359391	3024	3418	3034	PRJNA62937	3418	3034
359786	2708	2847	2726	PRJNA58455	2847	2726
359787	2761	2906	2780	PRJNA58457	2906	2780
360094	4587	5131	4988	PRJNA59131	5131	4988
360095	1255	1375	1283	PRJNA58533	1375	1283
360102	4135	4468	4361	PRJNA58607	4468	4361
360104	2063	2194	1989	PRJNA58667	2194	1989
360105	1928	2110	1934	PRJNA58669	2110	1934
360106	1715	1820	1719	PRJNA58545	1820	1719
360107	1687	1804	1687	PRJNA58981	1804	1687
360109	1712	2037	1731	PRJNA58671	2037	1731
360115	1891	2278	1975	PRJNA58637	2278	1975
360910	3372	3502	3381	PRJNA61563	3502	3381
360911	3021	3141	3020	PRJNA59093	3141	3020
361100	5459	5622	5489	PRJNA58529	5622	5489
362242	4208	5038	4241	PRJNA62939	5038	4241
362663	4605	4779	4619	PRJNA58531	4779	4619
362948	1998	2182	2013	PRJNA58233	2182	2013
362976	2545	2914	2646	PRJNA58673	2914	2646
363253	1342	1391	1340	PRJNA61575	1391	1340
364106	5198	5272	5162	PRJNA58541	5272	5162
365044	4887	5063	4929	PRJNA58273	5063	4929
365046	3880	3926	3880	PRJNA68279	3926	3880
365659	1978	2098	2004	PRJNA46097	2098	2004
366394	6148	6585	6213	PRJNA58549	6585	6213
366602	5373	5515	5438	PRJNA58551	5515	5438
367459		3334	3307	PRJNA54377	3334	3307
367737	2254	2333	2259	PRJNA58557	2333	2259
367928	1629	1702	1632	PRJNA58559	1702	1632
368407	2476	2557	2490	PRJNA58561	2557	2490
368408	1876	1947	1878	PRJNA58563	1947	1878
369723	4529	4654	4536	PRJNA58565	4654	4536
370438	2884	2977	2919	PRJNA58877	2977	2919
370551	1868	1962	1877	PRJNA58569	1962	1877
370552	1964	2067	1986	PRJNA58571	2067	1986
370553	1885	1979	1898	PRJNA58573	1979	1898
370554	1964	2059	1978	PRJNA58575	2059	1978
372461	362	402	362	PRJNA58579	402	362
373153	1923	2069	1914	PRJNA58581	2069	1914
373384	3867	4432	4114	PRJNA58583	4432	4114
373903	2324	2436	2342	PRJNA58585	2436	2342
373994	6617	6946	6644	PRJNA182929	6946	6644
374463	595	651	595	PRJNA58111	651	595
374833	1998	2122	2020	PRJNA58587	2122	2020
374847	1602	1662	1603	PRJNA58601	1662	1603
374930	1615	1689	1613	PRJNA58591	1689	1613
374931	1662	1735	1661	PRJNA58593	1735	1661
375286	3695	3750	3697	PRJNA58603	3750	3697
375451	4119	4191	4129	PRJNA58597	4191	4129
376619	1678	2020	1754	PRJNA58595	2020	1754
376686	5020	5137	5017	PRJNA58493	5137	5017
377628	4869	4201	4091	PRJNA58609	4201	4091
377629	4250	4310	4254	PRJNA59267	4310	4254
378753	2352	2414	2357	PRJNA59099	2414	2357
378806	12954	8407	8352	PRJNA158509	8407	8352
379066	3932	3989	3935	PRJNA58813	3989	3935
379731	4092	4209	4127	PRJNA58641	4209	4127
380358	3190	3266	3208	PRJNA43163	3266	3208
380394	2747	2959	2826	PRJNA58613	2959	2826
380703	4122	4286	4121	PRJNA58617	4286	4121
380749	1626	1694	1629	PRJNA58857	1694	1629
381666	6614	6702	6626	PRJNA62925	6702	6626
381754	6246	6369	6286	PRJNA58627	6369	6286
381764	1726	1846	1750	PRJNA58625	1846	1750
382245	4342	4739	4436	PRJNA58631	4739	4436
382638	1596	1661	1619	PRJNA58685	1661	1619
382640	1962	2166	2087	PRJNA59129	2166	2087
383372	4324	4509	4330	PRJNA58287	4509	4330
383407	4413	4561	4474	PRJNA54411	4561	4474
383629	3707	3798	3723	PRJNA54715	3798	3723
384616	1976	2063	1978	PRJNA58635	2063	1978
384676	5126	5275	5134	PRJNA58639	5275	5134
385025	2244	2293	2248	PRJNA176368	2293	2248
386043	2769	2864	2774	PRJNA61605	2864	2774
386415	2305	2427	2315	PRJNA58643	2427	2315
386585		5460	5318	PRJNA57781	5460	5318
386656	3942	4262	4068	PRJNA58619	4262	4068
387092	1843	1910	1843	PRJNA58861	1910	1843
387093	2433	2519	2438	PRJNA58863	2519	2438
387344	2201	2351	2218	PRJNA57989	2351	2218
387662	182	213	182	PRJNA58773	213	182
388272	1					
388396	4034	4175	4039	PRJNA58907	4175	4039
388413	3932	4002	3936	PRJNA54611	4002	3936
388919	2269	2348	2270	PRJNA58381	2348	2270
390235	5179	5309	5182	PRJNA58651	5309	5182
390236	1698	2789	2711	PRJNA159867	1493	1454
390236	1698	2789	2711	PRJNA58653	1296	1257
390333	1522	2184	1529	PRJNA58647	2184	1529
390874	1784	1864	1785	PRJNA58655	1864	1785
391008	4026	4134	4039	PRJNA58657	4134	4039
391009	1877	1992	1879	PRJNA58683	1992	1879
391037	4848	5172	4917	PRJNA58659	5172	4917
391038	7466	7899	7496	PRJNA58699	7899	7496
391165	2430	2494	2433	PRJNA58661	2494	2433
391295	2178	2254	2186	PRJNA58663	2254	2186
391296	2179	2253	2185	PRJNA58665	2253	2185
391595	4500	4668	4537	PRJNA54719	4668	4537
391619	3846	3960	3875	PRJNA54717	3960	3875
391623	2267	2315	2265	PRJNA54733	2315	2265
391735	4911	5109	4947	PRJNA58675	5109	4947
391774	3085	3190	3091	PRJNA58679	3190	3091
391896	1443	1511	1475	PRJNA58681	1511	1475
391904	3198	5229	4968	PRJNA159865	2641	2552
391904	3198	5229	4968	PRJNA58677	2588	2416
392021	1345	1379	1343	PRJNA58027	1379	1343
392499	5317	5455	5345	PRJNA58691	5455	5345
392500	4865	5096	4880	PRJNA58721	5096	4880
393011	1510	1932	1555	PRJNA58687	1932	1555
393115	1528	1852	1605	PRJNA58693	1852	1605
393119	2847	2879	2847	PRJNA181531	2879	2847
393126	2908	2995	2910	PRJNA54441	2995	2910
393127	2762	2847	2762	PRJNA54443	2847	2762
393130	2954	3045	2955	PRJNA54459	3045	2955
393133	2814	2910	2814	PRJNA54461	2910	2814
393305	4030	4279	4050	PRJNA57741	4279	4050
393480	2376	2486	2373	PRJNA54419	2486	2373
393595	2756	2806	2755	PRJNA58169	2806	2755
394221	3060	3133	3063	PRJNA58689	3133	3063
394503	3289	3569	3390	PRJNA58709	3569	3390
395019	7214	12678	12369	PRJNA58697	6372	6258
395019	7214	12678	12369	PRJNA58909	6306	6111
395491	6988	7294	7001	PRJNA58991	7294	7001
395492	6403	6647	6415	PRJNA58997	6647	6415
395494	2853	3007	2894	PRJNA51505	3007	2894
395495	4343	4443	4363	PRJNA58971	4443	4363
395960	5245	5382	5246	PRJNA58995	5382	5246
395961	5232	5507	5327	PRJNA59435	5507	5327
395962	4405	4700	4444	PRJNA59143	4700	4444
395963	3774	3982	3784	PRJNA59057	3982	3784
395965	3816	3977	3818	PRJNA59433	3977	3818
396513	2460	2537	2461	PRJNA59401	2537	2461
396588	3272	3372	3283	PRJNA59179	3372	3283
396595	2823	2943	2855	PRJNA46181	2943	2855
397945	4602	4858	4709	PRJNA58429	4858	4709
397948	1962	2048	1963	PRJNA58711	2048	1963
398511	4312	4434	4335	PRJNA45847	4434	4335
398527	7197	7484	7241	PRJNA58729	7484	7241
398577	6690	6886	6697	PRJNA58701	6886	6697
398578	5968	6153	6040	PRJNA58703	6153	6040
398579	4181	4438	4241	PRJNA58705	4438	4241
398580	4086	4244	4192	PRJNA58707	4244	4192
398767	3644	3778	3685	PRJNA58713	3778	3685
399549	2256	2345	2256	PRJNA58717	2345	2256
399550	1570	1655	1573	PRJNA58719	1655	1573
399599	4619	4859	4688	PRJNA58261	4859	4688
399726	2323	2471	2345	PRJNA58589	2471	2345
399739	4563	4703	4594	PRJNA58723	4703	4594
399741	4930	5064	4942	PRJNA58725	5064	4942
399742	4238	4385	4240	PRJNA58727	4385	4240
399804	4071	4448	4179	PRJNA161927	4448	4179
400667	3798	3469	3367	PRJNA58731	3469	3367
400668	4416	4598	4439	PRJNA58715	4598	4439
400673	3202	3257	3204	PRJNA58733	3257	3204
401053	4178	4334	4180	PRJNA53251	4334	4180
401473	2121	2197	2129	PRJNA43091	2197	2129
401614	1721	1781	1719	PRJNA58499	1781	1719
402612	2408	2499	2412	PRJNA61627	2499	2412
402626	4890	5100	4952	PRJNA58737	5100	4952
402880	1821	1889	1822	PRJNA58741	1889	1822
402881	3580	3707	3636	PRJNA58739	3707	3636
402882	4367	4596	4394	PRJNA58743	4596	4394
403833	1890	2015	1898	PRJNA58747	2015	1898
404380	4042	4129	4057	PRJNA58749	4129	4057
404589	4461	4562	4466	PRJNA58755	4562	4466
405416	3745	3845	3759	PRJNA58765	3845	3759
405440	2056	2368	2104	PRJNA58763	2368	2104
405441	2163	2320	2201	PRJNA58809	2320	2201
405531	5844	6001	5857	PRJNA58759	6001	5857
405532	5384	5564	5398	PRJNA58757	5564	5398
405534	5747	5961	5783	PRJNA58753	5961	5783
405535	5798	5949	5810	PRJNA58751	5949	5810
405566	1580	1838	1610	PRJNA58761	1838	1610
405948	7165	7264	7197	PRJNA62947	7264	7197
405955	4870	4968	4853	PRJNA58623	4968	4853
406327	1661	1752	1678	PRJNA58767	1752	1678
406425	6986	7176	7008	PRJNA58769	7176	7008
406552	4296	4360	4302	PRJNA171337	4360	4302
406817	4439	4800	4473	PRJNA49133	4800	4473
406818	4102	4413	4258	PRJNA46345	4413	4258
406984	1105	1154	1105	PRJNA159529	1154	1105
407148	1622	1681	1626	PRJNA58771	1681	1626
407976	4384	4666	4436	PRJNA58775	4666	4436
409438	4979	5105	4998	PRJNA59425	5105	4998
410289	3894	4033	3949	PRJNA58781	4033	3949
410358	1739	1822	1741	PRJNA58785	1822	1741
410359	2148	2226	2152	PRJNA58787	2226	2152
411154	3554	3637	3584	PRJNA58881	3637	3584
412022	4943	5623	5509	PRJNA58383	5623	5509
412418	977	1140	990	PRJNA58793	1140	990
412419	1287	1469	1305	PRJNA58791	1469	1305
412694	4792	4945	4798	PRJNA58795	4945	4798
412965	936	978	937	PRJNA59427	978	937
413404	976	1117	976	PRJNA58645	1117	976
413997	4142	4365	4204	PRJNA58803	4365	4204
413999		3786	3590	PRJNA61579	3786	3590
414004	2022	2066	2017	PRJNA61411	2066	2017
414684	3984	0	0	PRJNA58805	0	0
415426	1602	1673	1603	PRJNA57755	1673	1603
416269	2004	2110	2013	PRJNA58789	2110	2013
416276	974	1423	968	PRJNA58801	1423	968
416344	6005	6143	6024	PRJNA165871	6143	6024
416348	3497	3726	3560	PRJNA58807	3726	3560
416591	2040	2110	2040	PRJNA58419	2110	2040
416870	2390	2597	2434	PRJNA58837	2597	2434
418127	2684	2768	2690	PRJNA58817	2768	2690
418136	1573	1872	1634	PRJNA58811	1872	1634
419610	4822	4956	4829	PRJNA58821	4956	4829
419665	1490	0	0	PRJNA58823	0	0
419942	2853	3324	2900	PRJNA58825	3324	2900
419947	3991	4084	4034	PRJNA58853	4084	4034
420246	3424	3590	3445	PRJNA58829	3590	3445
420247	1783	1837	1793	PRJNA58827	1837	1793
420662	4359	673	630	PRJNA58085	673	630
420889	1920	2024	1947	PRJNA73413	2024	1947
420890	1938	2045	1968	PRJDA161935	2045	1968
423211	1968	2047	1977	PRJNA161937	2047	1977
423212	3184	3243	3190	PRJNA48801	3243	3190
423368	4784	5106	4800	PRJNA58831	5106	4800
425104	4493	4666	4497	PRJNA58835	4666	4497
425944	2940	3162	2948	PRJNA43679	3162	2948
426114	3527	3753	3596	PRJEA178369	3753	3596
426117	6647	7145	6692	PRJNA58843	7145	6692
426118	2729	2871	2735	PRJNA58841	2871	2735
426355	6388	6626	6431	PRJNA58845	6626	6431
426368	1786	1855	1788	PRJNA58847	1855	1788
426430	2583	2687	2614	PRJNA58839	2687	2614
427317	2597	2902	2608	PRJNA58849	2902	2608
427318	2650	2958	2657	PRJNA58851	2958	2657
428406	5315	5520	5361	PRJNA58859	5520	5361
429009	2077	2239	2080	PRJNA41053	2239	2080
429572	2725	3071	2737	PRJNA58871	3071	2737
430066	2996	3133	3000	PRJNA58873	3133	3000
431943	3828	3994	3913	PRJNA58885	3994	3913
431946	4461	4594	4488	PRJDA161939	4594	4488
431947	2022	2155	2090	PRJNA58879	2155	2090
434131	898	930	892	PRJNA58889	930	892
434271	2026	2147	2036	PRJNA58891	2147	2036
434922	2029	2362	2045	PRJNA58629	2362	2045
434923	1831	2091	1866	PRJNA58893	2091	1866
434924	1915	2183	1942	PRJNA58895	2183	1942
435590	3982	4184	4066	PRJNA58253	4184	4066
435591	3830	3964	3849	PRJNA58301	3964	3849
435998	4801	4919	4806	PRJNA188478	4919	4806
436113	815					
436114	1712	1829	1721	PRJNA58855	1829	1721
436308	1797	1847	1796	PRJNA58903	1847	1796
436717	3879	3963	3874	PRJNA50119	3963	3874
438753	4710	0	0	PRJNA58905	0	0
439235	5198	5359	5252	PRJNA58913	5359	5252
439292	3231	3420	3255	PRJNA49513	3420	3255
439375	4765	4932	4799	PRJNA58921	4932	4799
439386	2878	3083	2903	PRJNA58923	3083	2903
439481	3205	1601	1544	PRJNA43333	1601	1544
439843	4602	4929	4624	PRJNA58915	4929	4624
439851	4606	5075	4616	PRJNA58917	5075	4616
439855	4876	5127	4912	PRJNA58919	5127	4912
440085	5491	5853	5516	PRJNA58933	5853	5516
441620	5325	5546	5365	PRJNA58937	5546	5365
441768	1380	0	0	PRJNA58901	0	0
441770	3546	3699	3550	PRJNA58927	3699	3550
441771	4237	3569	3401	PRJNA58931	3569	3401
441772	3655	3862	3655	PRJNA58929	3862	3655
441952	1388	1750	1406	PRJNA58939	1750	1406
442563	1525	1603	1527	PRJNA58911	1603	1527
443143	4407	4600	4434	PRJNA55771	4600	4434
443144	4069	4227	4080	PRJNA59037	4227	4080
443149	3621	3695	3646	PRJNA161943	3695	3646
443150	3556	3638	3590	PRJNA161941	3638	3590
443218	4703	4772	4705	PRJNA67253	4772	4705
443254	2044	2131	2046	PRJNA81629	2131	2046
443255	10993	15080	14881	PRJNA47867	7400	7291
443255	10993	15080	14881	PRJNA64411	7680	7590
443906	3084	3167	3078	PRJNA61625	3167	3078
444157	1965	2059	1966	PRJNA58421	2059	1966
444158	1825	1888	1826	PRJNA58947	1888	1826
444177	4751	4972	4771	PRJNA58945	4972	4771
444178	2820	3198	2890	PRJNA58113	3198	2890
444179	227	264	227	PRJNA58943	264	227
444450	5279	6066	5477	PRJNA59091	6066	5477
444612	1803	2283	2117	PRJNA55851	2283	2117
445932	1528	1599	1529	PRJNA58949	1599	1529
445985	1232	1413	1239	PRJNA59429	1413	1239
445987	1351	421	420	PRJNA54823	421	420
446462	6912	7175	6916	PRJNA58951	7175	6916
446465	3063	3191	3068	PRJNA58649	3191	3068
446466	3673	3784	3678	PRJNA48821	3784	3678
446468	5497	5647	5497	PRJNA49483	5647	5497
446469	3710	3800	3710	PRJNA40845	3800	3710
446470	6379	6542	6379	PRJNA46663	6542	6379
446471	3441	3547	3443	PRJNA41935	3547	3443
447217	4444	4556	4457	PRJNA58953	4556	4457
448385	9320	9702	9380	PRJNA61629	9702	9380
449216	952	999	950	PRJNA161945	999	950
449447	5988	6364	6312	PRJNA59101	6364	6312
450851	3838	3906	3854	PRJNA58959	3906	3854
451515		2692	2604	PRJNA58555	2692	2604
451516	2694	2845	2693	PRJNA58925	2845	2693
452471	1253	1597	1334	PRJNA58963	1597	1334
452637	4588	4704	4612	PRJNA58965	4704	4612
452638	1507	1783	1508	PRJNA58967	1783	1508
452652	7443	7670	7566	PRJNA77027	7670	7566
452659	1384	1493	1384	PRJNA58961	1493	1384
452662	4347	4461	4394	PRJNA47077	4461	4394
452863	4587	4745	4590	PRJNA58969	4745	4590
453591	1434	1495	1434	PRJNA58365	1495	1434
454166	4592	4934	4615	PRJNA59431	4934	4615
454169	4757	5107	4776	PRJNA58973	5107	4776
455434	1028	1088	1028	PRJNA58977	1088	1028
455488	4460	4573	4473	PRJNA58989	4573	4473
455631		3716	3692	PRJNA54865	3716	3692
455632	7008	7224	7136	PRJNA58983	7224	7136
456320	1658	1768	1717	PRJNA49529	1768	1717
456442	2450	0	0	PRJNA58815	0	0
456481	3730	3775	3726	PRJNA58993	3775	3726
456827		1869	1815	PRJNA62959	1869	1815
457429	6866	7077	6869	PRJNA59511	7077	6869
457570	2847	3024	2906	PRJNA59001	3024	2906
458233	2059	2114	2053	PRJNA59003	2114	2053
458234	1515	1887	1581	PRJNA58999	1887	1581
458817	4276	4464	4278	PRJNA59007	4464	4278
459424	4942	5570	5064	PRJNA59005	5570	5064
459495	6004	0	0	PRJNA181584	0	0
460265	8130	8906	8308	PRJNA59023	8906	8308
463191	8202	8464	8205	PRJNA59513	8464	8205
465515	2207	2345	2236	PRJNA59033	2345	2236
465817		3804	3622	PRJNA59029	3804	3622
467705		2150	2051	PRJNA57667	2150	2051
469008	4848	8756	8361	PRJEA161949	4422	4204
469008	4848	8756	8361	PRJNA161947	4334	4157
469371	3545	3662	3546	PRJNA48999	3662	3546
469378	1355	1422	1357	PRJNA59041	1422	1357
469382	4438	3993	3898	PRJNA54919	3993	3898
469383	5912	6001	5914	PRJNA43467	6001	5914
470137	3226	3426	3241	PRJNA59015	3426	3241
471223	3048	3590	3168	PRJNA59045	3590	3168
471472	887	934	874	PRJNA61633	934	874
471473	883	931	873	PRJNA61635	931	873
471821	767	824	776	PRJNA59059	824	776
471852	4888	5061	4890	PRJNA41885	5061	4890
471853	4195	4278	4197	PRJNA59047	4278	4197
471854	5703	5855	5719	PRJNA59049	5855	5719
471855	2750	2855	2766	PRJNA59051	2855	2766
471856	2495	2638	2511	PRJNA59053	2638	2511
471857	3828	3964	3828	PRJNA59055	3964	3828
471876	1700	1788	1700	PRJNA59035	1788	1700
472759	3770	4087	3817	PRJNA46803	4087	3817
474186	2583	2658	2579	PRJNA54927	2658	2579
476213	4601	4892	4636	PRJNA59063	4892	4636
477974	2136	2295	2157	PRJNA59067	2295	2157
478009	2592	2934	2749	PRJNA61571	2934	2749
478433	3966	8235	8140	PRJNA47493	4191	4144
478433	3966	8235	8140	PRJNA83619	4044	3996
478434	4024	4107	4059	PRJNA59069	4107	4059
478435	3964	4071	4001	PRJNA54947	4071	4001
478801	2531	2692	2554	PRJNA59071	2692	2554
479431	5123	5456	5240	PRJNA59221	5456	5240
479432	8955	9508	8975	PRJNA42521	9508	8975
479433	8912	9126	8913	PRJNA59077	9126	8913
479434	3471	3585	3485	PRJNA41997	3585	3485
479435	6940	7149	6943	PRJNA43465	7149	6943
479436	1843	1923	1844	PRJNA41927	1923	1844
479437	3054	3184	3070	PRJNA59079	3184	3070
479831		3794	3742	PRJNA54949	3794	3742
479832		3752	3731	PRJNA54951	3752	3731
479833		3655	3632	PRJNA54953	3655	3632
479834		3741	3722	PRJNA54955	3741	3722
480119	3732	3923	3801	PRJNA59083	3923	3801
480224	4153	4308	4159	PRJNA59085	4308	4159
481009	1346	1380	1344	PRJNA89383	1380	1344
481448	2498	2524	2472	PRJNA59161	2524	2472
481743	6237	6444	6238	PRJNA41127	6444	6238
481805	4173	4408	4199	PRJNA58783	4408	4199
483179	3238	3418	3251	PRJNA59009	3418	3251
483219	7262	7362	7284	PRJNA68443	7362	7284
484019	1918	2041	1954	PRJNA59095	2041	1954
484020	1833	1902	1834	PRJNA167988	1902	1834
484021	5271	5386	5262	PRJNA59073	5386	5262
484022	1881	1970	1915	PRJNA59105	1970	1915
485914	3343	3475	3349	PRJNA59107	3475	3349
485915	2502	2611	2526	PRJNA59183	2611	2526
485916	4018	4470	4068	PRJNA59109	4470	4068
485917	4249	4339	4252	PRJNA59111	4339	4252
485918	7179	7399	7192	PRJNA59113	7399	7192
486410	2090	2174	2094	PRJNA59103	2174	2094
487213	2034	2205	2044	PRJNA59119	2205	2044
487214	2152	2402	2155	PRJNA59117	2402	2155
487215	1752	1866	1773	PRJNA162171	1866	1773
487521	5175	5193	5144	PRJNA167994	5193	5144
488221	2178	2323	2202	PRJNA59125	2323	2202
488222	2120	2235	2123	PRJNA59121	2235	2123
488223	2068	2254	2073	PRJNA59123	2254	2073
488538	2545	2582	2543	PRJNA47081	2582	2543
489653	1961	2093	1972	PRJNA60851	2093	1972
490759		3944	3887	PRJNA171995	3944	3887
490899	1470	1524	1471	PRJNA59133	1524	1471
491077	2201	2425	2300	PRJNA55357	2425	2300
491078	1065	1122	1065	PRJNA87069	1122	1065
491079	1065	1122	1065	PRJNA87051	1122	1065
491080	1095	1122	1065	PRJNA87067	1122	1065
491081	1058	1119	1056	PRJNA87065	1119	1056
491915	2819	2954	2831	PRJNA59135	2954	2831
491916	6051	6171	6056	PRJNA59115	6171	6056
491952	3489	3652	3491	PRJNA67323	3652	3491
496833	891					
497965	6559	7042	6642	PRJNA52547	7042	6642
497978	3845	3975	3888	PRJNA158685	3975	3888
498211	3711	3812	3750	PRJNA59139	3812	3750
498213	3844	3971	3846	PRJNA59147	3971	3846
498214	3981	4108	3983	PRJNA59149	4108	3983
498216	2822	2950	2848	PRJNA50673	2950	2848
498217	3568	3719	3591	PRJNA41819	3719	3591
498761	2922	3137	2999	PRJNA58279	3137	2999
499174		3581	3554	PRJNA55047	3581	3554
499175		3816	3779	PRJNA67589	3816	3779
499176		3648	3631	PRJNA55049	3648	3631
499177	2572	2688	2573	PRJNA59585	2688	2573
500464		1058	1017	PRJNA189026	1058	1017
502025	6684	6952	6719	PRJNA41425	6952	6719
502346	5660	6011	5803	PRJNA55087	6011	5803
502558	2674	2730	2680	PRJNA68707	2730	2680
502800	4171	4313	4192	PRJNA59151	4313	4192
502801	4213	4357	4237	PRJNA59153	4357	4237
504472	6867	7130	6938	PRJNA43413	7130	6938
504474	2011	2082	2022	PRJNA61639	2082	2022
504728	2993	3105	3014	PRJNA46661	3105	3014
504832	4643	7476	7351	PRJNA59155	3782	3722
504832	4643	7476	7351	PRJNA72795	3694	3629
